time_start_s,client_ip,server_ip,server_port,anomaly_score,duration_s,packets_total,bytes_wire_total,ja4_alpn,ja4_has_sni,tls_client_hello_c2s
1695916904.914,10.10.20.147,131.253.33.239,443,0.98491085,24.444603,46,15046,h2;http/1.1,1,1
1695923968.727,10.10.20.147,141.98.80.158,443,0.998784,1.015219,26,13221,-,1,1
1695923914.838,10.10.20.147,141.98.80.158,443,0.9980824,1.658157,349,427468,-,1,1
1695921645.558,10.10.20.147,52.109.20.47,443,0.97581995,0.0,1,54,-,0,0
1695915532.843,10.10.20.147,52.162.222.96,443,0.9987581,0.389937,26,9913,h2;http/1.1,1,1
1695921520.357,10.10.20.147,52.109.20.47,443,0.99843746,0.829942,18,9225,-,1,1
1695928992.503,10.10.20.147,157.245.106.203,443,0.9975447,67.323895,16,3157,-,1,1
1695915638.835,10.10.20.147,157.245.106.203,443,0.9967347,68.055677,14,3014,-,1,1
1695923855.505,141.98.80.158,10.10.20.147,50985,0.9354991,0.00021,2,108,-,0,0
1695916905.057,131.253.33.239,10.10.20.147,50867,0.96761256,2.4e-05,2,108,-,0,0
1695923876.157,10.10.20.147,141.98.80.158,443,0.9987513,1.033196,29,13935,-,1,1
1695913769.473,10.10.20.20,10.10.20.147,50834,0.9561342,0.0,1,54,-,0,0
1695923895.086,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695915336.42,10.10.20.147,157.245.106.203,443,0.9967347,67.367124,14,3014,-,1,1
1695916904.933,10.10.20.147,10.10.20.20,389,0.40894338,0.010495,19,7327,-,0,0
1695916929.727,10.10.20.147,23.221.22.208,443,0.9561342,0.0,1,54,-,0,0
1695923946.631,10.10.20.147,141.98.80.158,443,0.9989329,1.012379,29,14063,-,1,1
1695912906.851,10.10.20.147,157.245.106.203,443,0.9967347,67.321684,14,3014,-,1,1
1695923968.726,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695916929.362,23.218.232.186,10.10.20.147,50876,0.9559921,0.409134,3,186,-,0,0
1695912555.597,10.10.20.147,20.44.239.154,443,0.9561342,0.0,1,54,-,0,0
1695923958.133,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695912694.899,10.10.20.147,23.218.224.25,443,0.99892896,14.218332,55,19008,h2;http/1.1,1,1
1695918238.64,10.10.20.147,10.10.20.20,389,0.42895168,0.008149,19,7411,-,0,0
1695923941.605,10.10.20.147,141.98.80.158,443,0.99883276,0.982798,30,14181,-,1,1
1695912629.583,10.10.20.147,52.109.0.91,443,0.9988978,61.426962,20,9668,-,1,1
1695912603.533,10.10.20.147,157.245.106.203,443,0.99750596,68.226826,15,3068,-,1,1
1695930204.848,10.10.20.147,10.10.20.20,389,0.40894338,0.010077,19,7327,-,0,0
1695914428.15,10.10.20.147,157.245.106.203,443,0.9970944,67.250384,16,3153,-,1,1
1695923967.678,10.10.20.147,141.98.80.158,443,0.9985177,1.047525,27,13785,-,1,1
1695913769.46,10.10.20.147,10.10.20.20,389,0.40894338,0.013997,19,7327,-,0,0
1695912672.998,10.10.20.147,192.229.211.108,80,0.7583767,4.858301,9,2512,-,0,0
1695929142.244,10.10.20.147,13.71.55.58,443,0.9986608,1.596993,22,6663,h2;http/1.1,1,1
1695926553.94,10.10.20.147,157.245.106.203,443,0.9967347,67.55793,14,3018,-,1,1
1695919887.55,10.10.20.147,157.245.106.203,443,0.9967347,67.35004,14,3014,-,1,1
1695923751.415,10.10.20.147,204.79.197.222,443,0.97581995,0.0,1,54,-,0,0
1695923865.55,141.98.80.158,10.10.20.147,50987,0.96761256,2.7e-05,2,108,-,0,0
1695922010.984,10.10.20.147,157.245.106.203,443,0.9967347,67.42298,14,3018,-,1,1
1695916550.882,10.10.20.147,157.245.106.203,443,0.9967347,67.159081,14,3014,-,1,1
1695912551.975,10.10.20.147,20.44.239.154,443,0.9986608,3.239436,22,6166,h2;http/1.1,1,1
1695923864.437,10.10.20.147,141.98.80.158,443,0.99877566,1.113295,31,14235,-,1,1
1695923877.19,141.98.80.158,10.10.20.147,50989,0.9721113,0.000248,2,108,-,0,0
1695923859.517,141.98.80.158,10.10.20.147,50986,0.96761256,2.7e-05,2,108,-,0,0
1695923969.743,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695921523.063,10.10.20.147,40.99.168.194,443,0.99755776,0.264067,19,7708,-,1,1
1695912539.063,10.10.20.147,13.95.31.18,443,0.9984213,2.508419,48,22190,h2;http/1.1,1,1
1695912540.448,10.10.20.147,20.189.173.13,443,0.9989743,0.679581,25,8900,h2;http/1.1,1,1
1695912672.776,10.10.20.147,23.218.224.28,443,0.9990181,5.078659,38,12488,h2;http/1.1,1,1
1695923624.632,10.10.20.147,204.79.197.222,443,0.99856144,0.308991,39,28445,h2;http/1.1,1,1
1695912544.053,10.10.20.147,20.189.173.13,443,0.9989743,0.586199,25,8903,h2;http/1.1,1,1
1695915945.643,10.10.20.147,157.245.106.203,443,0.9970944,67.933766,16,3153,-,1,1
1695923922.956,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695912665.158,10.10.20.147,20.50.201.200,443,0.9990069,1.62263,28,9626,h2;http/1.1,1,1
1695916433.851,10.10.20.147,104.208.16.89,443,0.9988305,0.383937,27,8533,h2;http/1.1,1,1
1695923836.207,141.98.80.158,10.10.20.147,50981,0.97360724,0.000228,2,108,-,0,0
1695916904.886,10.10.20.147,13.107.9.158,443,0.96654886,0.151303,14,8712,h2;http/1.1,1,1
1695923890.389,141.98.80.158,10.10.20.147,50992,0.934833,7.7e-05,2,108,-,0,0
1695912536.623,10.10.20.147,13.85.23.86,443,0.99820817,0.302835,56,42175,h2;http/1.1,1,1
1695916905.501,10.10.20.147,152.195.19.97,443,0.9846593,23.857369,43,24064,h2;http/1.1,1,1
1695920189.936,10.10.20.147,157.245.106.203,443,0.9967347,67.560094,14,3014,-,1,1
1695919433.174,10.10.20.147,23.222.241.146,443,0.99894994,60.321989,30,11817,h2;http/1.1,1,1
1695916929.36,23.221.22.208,10.10.20.147,50884,0.99315214,0.079405,5,3778,-,0,0
1695912537.441,10.10.20.147,52.252.198.186,443,0.99834263,1.260372,88,58617,h2;http/1.1,1,1
1695912936.162,10.10.20.147,20.189.173.5,443,0.99854654,0.605724,47,17942,h2;http/1.1,1,1
1695914637.954,10.10.20.147,10.10.20.20,135,0.39485744,0.02326,10,1704,-,0,0
1695923948.395,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923942.589,141.98.80.158,10.10.20.147,51011,0.9354991,0.000196,2,108,-,0,0
1695926096.788,10.10.20.20,10.10.20.147,51057,0.9322515,0.000244,2,108,-,0,0
1695920034.032,10.10.20.147,20.189.173.1,443,0.99877614,0.36774,27,8537,h2;http/1.1,1,1
1695916909.578,10.10.20.147,20.195.152.132,443,0.9719787,19.783659,16,7979,h2;http/1.1,1,1
1695912301.08,10.10.20.147,157.245.102.160,443,0.9977634,68.257133,20,4450,-,1,1
1695912303.638,10.10.20.147,157.245.106.203,443,0.99838936,68.281782,146,184947,-,1,1
1695918073.39,10.10.20.147,157.245.106.203,443,0.9967347,67.383297,14,3014,-,1,1
1695912687.063,10.10.20.147,20.246.247.192,443,0.9988708,0.675184,21,11347,h2;http/1.1,1,1
1695923923.067,10.10.20.147,141.98.80.158,443,0.9989619,0.994894,28,13444,-,1,1
1695928690.124,10.10.20.147,157.245.106.203,443,0.9967347,67.351875,14,3018,-,1,1
1695914637.967,10.10.20.147,10.10.20.20,389,0.42895168,0.007921,19,7411,-,0,0
1695923951.934,10.10.20.147,141.98.80.158,443,0.99876946,1.003087,27,13827,-,1,1
1695918375.837,10.10.20.147,157.245.106.203,443,0.9967347,67.529878,14,3014,-,1,1
1695912307.907,10.10.20.147,157.245.106.203,443,0.99750596,67.139714,16,3195,-,1,1
1695912536.243,10.10.20.147,13.85.23.86,443,0.99820817,0.316128,58,43084,h2;http/1.1,1,1
1695927772.597,10.10.20.147,157.245.106.203,443,0.99750596,67.184753,15,3072,-,1,1
1695930402.359,10.10.20.147,150.171.32.254,443,0.99905103,0.420556,31,10099,h2;http/1.1,1,1
1695912536.926,13.85.23.86,10.10.20.147,50799,0.93709415,0.046488,3,204,-,0,0
1695923899.959,10.10.20.147,141.98.80.158,443,0.9987342,1.240205,29,13829,-,1,1
1695912538.434,10.10.20.147,20.189.173.13,443,0.99892884,0.630643,26,8539,h2;http/1.1,1,1
1695917763.209,10.10.20.147,157.245.106.203,443,0.9967347,67.189245,14,3014,-,1,1
1695919014.714,10.10.20.20,10.10.20.147,50929,0.9561342,0.0,1,54,-,0,0
1695917158.501,10.10.20.147,157.245.106.203,443,0.9970944,67.215344,16,3153,-,1,1
1695916904.914,10.10.20.147,131.253.33.239,443,0.9721806,0.143186,12,7126,h2;http/1.1,1,1
1695916909.365,10.10.20.147,23.221.22.208,443,0.98760146,19.994096,54,25214,h2;http/1.1,1,1
1695923929.468,10.10.20.147,141.98.80.158,443,0.99876946,1.019142,27,13998,-,1,1
1695925434.334,10.10.20.147,20.42.65.89,443,0.9989386,0.417763,27,8533,h2;http/1.1,1,1
1695916905.037,13.107.9.158,10.10.20.147,50865,0.6823517,0.084377,2,108,-,0,0
1695917460.883,10.10.20.147,157.245.106.203,443,0.9967347,67.33129,14,3014,-,1,1
1695923835.214,10.10.20.147,141.98.80.158,443,0.99889755,0.991121,29,14130,-,1,1
1695923634.126,10.10.20.147,52.168.112.66,443,0.9989489,0.724667,36,11478,h2;http/1.1,1,1
1695917836.083,10.10.20.147,20.42.73.24,443,0.99884987,0.391775,25,8715,h2;http/1.1,1,1
1695919171.728,10.10.20.147,192.229.211.108,80,0.74634266,0.247821,8,1425,-,0,0
1695912328.37,10.10.20.147,13.107.219.57,443,0.998398,65.005475,19,9310,-,1,1
1695912672.777,10.10.20.147,184.28.39.208,443,0.9989242,5.078183,29,10965,h2;http/1.1,1,1
1695916929.362,20.195.152.132,10.10.20.147,50892,0.7062937,0.564242,2,108,-,0,0
1695913511.64,10.10.20.147,157.245.106.203,443,0.9967347,67.197051,14,3014,-,1,1
1695925438.855,10.10.20.147,10.10.20.20,389,0.42895168,0.00855,19,7411,-,0,0
1695929038.923,10.10.20.20,10.10.20.147,51079,0.9561342,0.0,1,54,-,0,0
1695914730.544,10.10.20.147,157.245.106.203,443,0.9967347,67.351195,14,3014,-,1,1
1695923889.337,141.98.80.158,10.10.20.147,50991,0.9645922,0.00026,2,108,-,0,0
1695912160.109,10.10.20.147,104.21.37.7,443,0.96907145,8.515271,23,6729,h2;http/1.1,1,1
1695913769.564,10.10.20.147,40.126.28.20,443,0.9989599,0.60055,21,7403,h2;http/1.1,1,1
1695923951.78,10.10.20.147,141.98.80.158,443,0.9987513,1.053861,30,13968,-,1,1
1695923942.589,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695914124.234,10.10.20.147,157.245.106.203,443,0.9970944,68.783744,16,3153,-,1,1
1695916910.142,10.10.20.147,204.79.197.200,443,0.9867654,19.216284,27,11783,h2;http/1.1,1,1
1695915532.214,10.10.20.147,40.126.7.35,443,0.99876726,0.492363,30,22735,h2;http/1.1,1,1
1695915033.064,10.10.20.147,157.245.106.203,443,0.9967347,68.337055,14,3014,-,1,1
1695923959.304,141.98.80.158,10.10.20.147,51020,0.9322391,0.000165,2,108,-,0,0
1695923881.157,10.10.20.147,141.98.80.158,443,0.99876946,1.047226,28,13988,-,1,1
1695923947.645,141.98.80.158,10.10.20.147,51012,0.9645922,0.000267,2,108,-,0,0
1695914637.974,10.10.20.20,10.10.20.147,50845,0.9561342,0.0,1,54,-,0,0
1695913813.897,10.10.20.147,157.245.106.203,443,0.9967347,67.832975,14,3014,-,1,1
1695923871.36,141.98.80.158,10.10.20.147,50988,0.9721113,0.000241,2,108,-,0,0
1695923958.133,141.98.80.158,10.10.20.147,51016,0.9354991,0.000184,2,108,-,0,0
1695918238.628,10.10.20.147,10.10.20.20,135,0.39485744,0.022615,10,1704,-,0,0
1695923906.772,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695916907.032,10.10.20.147,13.107.246.57,443,0.9816125,22.327053,341,426293,h2;http/1.1,1,1
1695918678.314,10.10.20.147,157.245.106.203,443,0.9967347,67.2372,14,3014,-,1,1
1695918699.668,10.10.20.147,20.189.173.15,443,0.99865556,109.942543,24,10705,-,1,1
1695917237.187,10.10.20.20,10.10.20.147,50903,0.7851105,0.000139,2,108,-,0,0
1695923911.038,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695929034.175,10.10.20.147,51.104.15.253,443,0.9989624,0.657389,27,8534,h2;http/1.1,1,1
1695923905.757,10.10.20.147,141.98.80.158,443,0.99849176,1.013696,24,13879,-,1,1
1695923906.773,141.98.80.158,10.10.20.147,50995,0.9645922,0.000313,2,108,-,0,0
1695930366.081,10.10.20.147,13.107.18.254,443,0.97581995,0.0,1,54,-,0,0
1695923963.375,10.10.20.147,141.98.80.158,443,0.9987509,1.005627,31,13937,-,1,1
1695918870.961,10.10.20.20,10.10.20.147,50924,0.9561342,0.0,1,54,-,0,0
1695916954.262,10.10.20.147,172.86.75.88,443,0.660077,0.021549,2,108,-,0,0
1695923969.909,141.98.80.158,10.10.20.147,51025,0.9354991,0.000192,2,108,-,0,0
1695930238.2,10.10.20.147,13.107.18.254,443,0.99886477,0.451502,35,10292,h2;http/1.1,1,1
1695923964.381,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695916909.436,10.10.20.147,18.160.172.13,443,0.9859685,19.923915,28,9028,h2;http/1.1,1,1
1695923924.062,141.98.80.158,10.10.20.147,51001,0.96761256,2.4e-05,2,108,-,0,0
1695918980.591,10.10.20.147,157.245.106.203,443,0.9967347,67.347608,14,3014,-,1,1
1695919014.72,10.10.20.20,10.10.20.147,50928,0.9561342,0.0,1,54,-,0,0
1695927465.834,10.10.20.147,157.245.106.203,443,0.9967347,67.241507,14,3018,-,1,1
1695919171.595,10.10.20.147,13.107.246.57,443,0.9990087,0.380369,33,9655,h2;http/1.1,1,1
1695914637.018,10.10.20.147,20.42.65.88,443,0.9988053,0.381691,28,8586,h2;http/1.1,1,1
1695919282.961,10.10.20.147,157.245.106.203,443,0.9967347,67.179398,14,3014,-,1,1
1695923957.717,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695919585.275,10.10.20.147,157.245.106.203,443,0.9967347,67.235442,14,3014,-,1,1
1695912555.425,10.10.20.147,20.44.239.154,443,0.99874073,1.629886,22,7182,h2;http/1.1,1,1
1695923956.542,10.10.20.147,141.98.80.158,443,0.9986351,1.174957,30,13883,-,1,1
1695923882.205,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695916904.886,10.10.20.147,13.107.9.158,443,0.9899957,24.472979,29,11801,h2;http/1.1,1,1
1695923845.257,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695920492.55,10.10.20.147,157.245.106.203,443,0.9967347,67.331025,14,3014,-,1,1
1695923858.469,10.10.20.147,141.98.80.158,443,0.9988065,1.047682,28,13817,-,1,1
1695912546.756,10.10.20.147,20.44.239.154,443,0.9986608,3.446672,22,6859,h2;http/1.1,1,1
1695923844.203,10.10.20.147,141.98.80.158,443,0.9987501,1.053206,25,13762,-,1,1
1695921103.724,10.10.20.147,157.245.106.203,443,0.9967347,67.308157,14,3014,-,1,1
1695916938.395,10.10.20.147,23.222.241.142,443,0.99872595,20.474271,26,8171,h2;http/1.1,1,1
1695921406.083,10.10.20.147,157.245.106.203,443,0.9967347,67.339518,14,3014,-,1,1
1695923922.956,141.98.80.158,10.10.20.147,51000,0.9721113,0.000243,2,108,-,0,0
1695921521.198,10.10.20.147,23.222.241.187,443,0.9983581,0.221755,18,8839,-,1,1
1695921522.156,10.10.20.147,52.97.146.210,443,0.9984842,0.807943,18,7298,-,1,1
1695921523.379,10.10.20.147,52.96.10.242,443,0.99755776,0.257399,19,7713,-,1,1
1695923930.489,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923969.91,10.10.20.147,141.98.80.158,443,0.99881834,1.011316,28,13427,-,1,1
1695921523.678,10.10.20.147,13.107.6.163,443,0.9985147,0.359838,20,11196,-,1,1
1695921834.009,10.10.20.147,52.168.112.66,443,0.9988305,0.37752,26,8480,h2;http/1.1,1,1
1695923938.162,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695921838.832,10.10.20.147,10.10.20.20,389,0.42895168,0.011367,19,7411,-,0,0
1695921708.497,10.10.20.147,157.245.106.203,443,0.9967347,67.52226,14,3014,-,1,1
1695921882.066,10.10.20.147,20.50.73.13,443,0.99865556,106.909147,24,10755,-,1,1
1695923894.056,10.10.20.147,141.98.80.158,443,0.9987501,1.029421,28,14095,-,1,1
1695922313.456,10.10.20.147,157.245.106.203,443,0.9967347,67.352161,14,3018,-,1,1
1695923888.108,10.10.20.147,141.98.80.158,443,0.9986066,1.228226,27,13870,-,1,1
1695923526.362,10.10.20.147,157.245.106.203,443,0.9967347,67.181695,14,3018,-,1,1
1695923828.697,10.10.20.147,157.245.106.203,443,0.99678266,65.238417,14,3058,-,1,1
1695923840.876,141.98.80.158,10.10.20.147,50982,0.9322391,0.000166,2,108,-,0,0
1695923925.493,10.10.20.147,141.98.80.158,443,0.99876946,1.041714,27,13721,-,1,1
1695922918.328,10.10.20.147,157.245.106.203,443,0.9967347,67.363219,14,3018,-,1,1
1695923934.206,10.10.20.147,141.98.80.158,443,0.9985177,1.023923,27,13849,-,1,1
1695923926.536,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923935.23,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923224.073,10.10.20.147,157.245.106.203,443,0.9967347,67.285336,14,3018,-,1,1
1695923831.029,10.10.20.147,157.245.102.160,443,0.99838936,68.489134,191,252711,-,1,1
1695923947.401,10.10.20.147,141.98.80.158,443,0.9988065,0.993192,29,14127,-,1,1
1695916938.347,10.10.20.147,23.222.241.145,443,0.99865675,1.709598,30,11241,h2;http/1.1,1,1
1695923622.929,10.10.20.147,23.222.241.145,443,0.9987116,5.368405,59,20544,h2;http/1.1,1,1
1695923751.242,10.10.20.147,13.107.3.254,443,0.97581995,0.0,1,54,-,0,0
1695923836.206,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923627.011,10.10.20.147,13.107.3.254,443,0.99905103,0.420224,30,10021,h2;http/1.1,1,1
1695923839.857,10.10.20.147,141.98.80.158,443,0.9988726,1.018461,28,14006,-,1,1
1695923917.483,141.98.80.158,10.10.20.147,50998,0.9336509,0.000135,2,108,-,0,0
1695923845.257,141.98.80.158,10.10.20.147,50983,0.93720603,0.000211,2,108,-,0,0
1695923850.271,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923850.271,141.98.80.158,10.10.20.147,50984,0.97360724,0.000232,2,108,-,0,0
1695923854.344,10.10.20.147,141.98.80.158,443,0.9983475,1.160549,25,13869,-,1,1
1695923855.505,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923870.094,10.10.20.147,141.98.80.158,443,0.9986066,1.264163,27,14041,-,1,1
1695923871.359,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923877.19,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923882.205,141.98.80.158,10.10.20.147,50990,0.97360724,0.000218,2,108,-,0,0
1695929294.757,10.10.20.147,157.245.106.203,443,0.9967347,67.351912,14,3018,-,1,1
1695923921.516,10.10.20.147,141.98.80.158,443,0.9986066,1.438547,28,14262,-,1,1
1695923889.337,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695924131.059,10.10.20.147,157.245.106.203,443,0.9967347,67.499827,14,3018,-,1,1
1695916909.443,10.10.20.147,20.195.152.132,443,0.9869059,19.917867,134,76215,h2;http/1.1,1,1
1695923889.356,10.10.20.147,141.98.80.158,443,0.99841857,1.032946,38,20856,-,1,1
1695923890.389,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923895.086,141.98.80.158,10.10.20.147,50993,0.9645922,0.000268,2,108,-,0,0
1695923901.2,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923901.2,141.98.80.158,10.10.20.147,50994,0.9322391,0.000155,2,108,-,0,0
1695923909.979,10.10.20.147,141.98.80.158,443,0.99876946,1.057663,28,13945,-,1,1
1695923911.038,141.98.80.158,10.10.20.147,50996,0.9322391,0.000148,2,108,-,0,0
1695923916.529,10.10.20.147,141.98.80.158,443,0.99877745,0.954508,25,13743,-,1,1
1695923917.483,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923969.743,141.98.80.158,10.10.20.147,51024,0.93720603,0.000215,2,108,-,0,0
1695923922.451,141.98.80.158,10.10.20.147,50999,0.934833,0.00012,2,108,-,0,0
1695925773.163,10.10.20.20,10.10.20.147,51053,0.9561342,0.0,1,54,-,0,0
1695923926.536,141.98.80.158,10.10.20.147,51002,0.9645922,0.000263,2,108,-,0,0
1695923933.08,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923933.08,141.98.80.158,10.10.20.147,51004,0.9645922,0.000275,2,108,-,0,0
1695923935.23,141.98.80.158,10.10.20.147,51005,0.93720603,0.000214,2,108,-,0,0
1695923937.152,10.10.20.147,141.98.80.158,443,0.9987501,1.008674,26,13731,-,1,1
1695923938.162,141.98.80.158,10.10.20.147,51006,0.97360724,0.00022,2,108,-,0,0
1695923938.818,10.10.20.147,141.98.80.158,443,0.9983273,1.524607,173,204026,-,1,1
1695923964.329,141.98.80.158,10.10.20.147,51022,0.93720603,0.000216,2,108,-,0,0
1695923940.88,10.10.20.20,10.10.20.147,51008,0.8650843,4.9e-05,2,108,-,0,0
1695923940.985,10.10.20.147,141.98.80.158,443,0.9984426,0.991269,26,12400,-,1,1
1695920798.298,10.10.20.147,157.245.106.203,443,0.9967347,67.170141,14,3014,-,1,1
1695923941.977,141.98.80.158,10.10.20.147,51010,0.97774965,0.000743,3,1348,-,0,0
1695923947.645,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923948.395,141.98.80.158,10.10.20.147,51013,0.97360724,0.00022,2,108,-,0,0
1695912545.131,10.10.20.147,20.44.239.154,443,0.9986608,1.535226,22,6684,h2;http/1.1,1,1
1695923840.876,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923952.834,141.98.80.158,10.10.20.147,51014,0.961725,4.4e-05,2,108,-,0,0
1695923952.938,10.10.20.147,141.98.80.158,443,0.9561342,0.0,1,54,-,0,0
1695923952.938,141.98.80.158,10.10.20.147,51015,0.9322391,0.000167,2,108,-,0,0
1695923957.142,10.10.20.147,141.98.80.158,443,0.9985177,0.990796,26,13816,-,1,1
