incident_id,time_start_s,time_end_s,client_ip,server_ip,server_port,category,severity_level,severity_score,flows,avg_score,max_score,duration_median_s,packets_median,bytes_median,characteristic
inc_00034,1695914637.0175061,1695914637.3991969,10.10.20.147,20.42.65.88,443,Активный TLS-клиент,Критический,100,1,0.9988053,0.9988053,0.381691,28.0,8586.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~0.4с, объём ~8586 Б"
inc_00063,1695927234.413732,1695927237.0858371,10.10.20.147,52.168.117.169,443,Активный TLS-клиент,Критический,100,1,0.9988018,0.9988018,2.672105,29.0,8644.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~2.7с, объём ~8644 Б"
inc_00027,1695920034.0321999,1695920034.39994,10.10.20.147,20.189.173.1,443,Активный TLS-клиент,Критический,100,1,0.99877614,0.99877614,0.36774,27.0,8537.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~0.4с, объём ~8537 Б"
inc_00055,1695915532.214429,1695915532.7067919,10.10.20.147,40.126.7.35,443,Активный TLS-клиент,Критический,100,1,0.99876726,0.99876726,0.492363,30.0,22735.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~0.5с, объём ~22735 Б"
inc_00061,1695915532.843193,1695915533.23313,10.10.20.147,52.162.222.96,443,Активный TLS-клиент,Критический,100,1,0.9987581,0.9987581,0.389937,26.0,9913.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~0.4с, объём ~9913 Б"
inc_00050,1695916938.346841,1695930408.017901,10.10.20.147,23.222.241.145,443,Неклассифицированная аномалия,Критический,100,3,0.9986933166666666,0.9987116,5.368405,58.0,18180.0,"TLS-соединение помечено моделью как аномалия: сессий=3, длительность ~5.4с, объём ~18180 Б"
inc_00030,1695915529.802334,1695915639.7439559,10.10.20.147,20.189.173.2,443,Подозрительный TLS-профиль,Критический,100,1,0.9986765,0.9986765,109.941622,25.0,10758.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 1, длительность ~109.9с"
inc_00013,1695929142.244159,1695929143.841152,10.10.20.147,13.71.55.58,443,Активный TLS-клиент,Критический,100,1,0.9986608,0.9986608,1.596993,22.0,6663.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~1.6с, объём ~6663 Б"
inc_00029,1695918699.6681468,1695918809.61069,10.10.20.147,20.189.173.15,443,Подозрительный TLS-профиль,Критический,100,1,0.99865556,0.99865556,109.942543,24.0,10705.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 1, длительность ~109.9с"
inc_00040,1695921882.066296,1695921988.975443,10.10.20.147,20.50.73.13,443,Подозрительный TLS-профиль,Критический,100,1,0.99865556,0.99865556,106.909147,24.0,10755.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 1, длительность ~106.9с"
inc_00054,1695913769.563513,1695916905.6022341,10.10.20.147,40.126.28.20,443,Неклассифицированная аномалия,Критический,100,2,0.99862182,0.9989599,0.588775,20.0,7348.5,"Короткое TLS-соединение без явного паттерна: длительность ~0.59с, объём ~7348 Б"
inc_00049,1695916938.3945012,1695916958.868875,10.10.20.147,23.222.241.142,443,Неклассифицированная аномалия,Критический,100,3,0.9985989666666667,0.99872595,20.472527,26.0,8171.0,"TLS-соединение помечено моделью как аномалия: сессий=3, длительность ~20.5с, объём ~8171 Б"
inc_00031,1695912936.162364,1695912936.768088,10.10.20.147,20.189.173.5,443,Активный TLS-клиент,Критический,100,1,0.99854654,0.99854654,0.605724,47.0,17942.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~0.6с, объём ~17942 Б"
inc_00064,1695924796.758021,1695924797.078348,10.10.20.147,52.185.211.133,443,Активный TLS-клиент,Критический,100,1,0.99854136,0.99854136,0.320327,22.0,6966.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~0.3с, объём ~6966 Б"
inc_00011,1695921523.677804,1695921524.037642,10.10.20.147,13.107.6.163,443,Подозрительный TLS-профиль,Критический,100,1,0.9985147,0.9985147,0.359838,20.0,11196.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 1, длительность ~0.4с"
inc_00067,1695921522.156346,1695921522.964289,10.10.20.147,52.97.146.210,443,Подозрительный TLS-профиль,Критический,100,1,0.9984842,0.9984842,0.807943,18.0,7298.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 1, длительность ~0.8с"
inc_00015,1695912539.063277,1695912541.571696,10.10.20.147,13.95.31.18,443,Активный TLS-клиент,Критический,100,1,0.9984213,0.9984213,2.508419,48.0,22190.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~2.5с, объём ~22190 Б"
inc_00006,1695912328.370063,1695912393.3755379,10.10.20.147,13.107.219.57,443,Подозрительный TLS-профиль,Критический,100,1,0.998398,0.998398,65.005475,19.0,9310.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 1, длительность ~65.0с"
inc_00052,1695921521.1976142,1695921521.419369,10.10.20.147,23.222.241.187,443,Подозрительный TLS-профиль,Критический,100,1,0.9983581,0.9983581,0.221755,18.0,8839.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 1, длительность ~0.2с"
inc_00065,1695912537.4405298,1695912538.700902,10.10.20.147,52.252.198.186,443,Активный TLS-клиент,Критический,100,1,0.99834263,0.99834263,1.260372,88.0,58617.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~1.3с, объём ~58617 Б"
inc_00053,1695930204.951165,1695930205.734427,10.10.20.147,40.126.28.12,443,Активный TLS-клиент,Критический,100,1,0.9983411,0.9983411,0.783262,19.0,7295.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~0.8с, объём ~7295 Б"
inc_00014,1695912536.242979,1695912536.9254222,10.10.20.147,13.85.23.86,443,Неклассифицированная аномалия,Критический,100,2,0.99820817,0.99820817,0.3094815,57.0,42629.5,"TLS-соединение помечено моделью как аномалия: сессий=2, длительность ~0.3с, объём ~42630 Б"
inc_00060,1695930403.249213,1695930403.512525,10.10.20.147,52.113.196.254,443,Активный TLS-клиент,Критический,100,1,0.9982071,0.9982071,0.263312,25.0,9438.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~0.3с, объём ~9438 Б"
inc_00020,1695912301.08022,1695923899.5177631,10.10.20.147,157.245.102.160,443,Подозрительный TLS-профиль,Критический,100,2,0.99807638,0.99838936,68.3731335,105.5,128580.5,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 2, длительность ~68.4с"
inc_00056,1695921523.0626612,1695921523.3267279,10.10.20.147,40.99.168.194,443,Подозрительный TLS-профиль,Критический,100,1,0.99755776,0.99755776,0.264067,19.0,7708.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 1, длительность ~0.3с"
inc_00066,1695921523.3794901,1695921523.636889,10.10.20.147,52.96.10.242,443,Подозрительный TLS-профиль,Критический,100,1,0.99755776,0.99755776,0.257399,19.0,7713.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 1, длительность ~0.3с"
inc_00021,1695912303.637772,1695930514.7196229,10.10.20.147,157.245.106.203,443,Подозрительный TLS-профиль,Критический,100,62,0.9968470212903225,0.99838936,67.329601,14.0,3018.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 62, длительность ~67.3с"
inc_00127,1695916929.359824,1695916929.439229,23.221.22.208,10.10.20.147,50884,Подозрительный TLS-профиль,Критический,100,1,0.99315214,0.99315214,0.079405,5.0,3778.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 50884; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.1с"
inc_00026,1695916909.4370282,1695916929.359469,10.10.20.147,20.125.209.212,443,Активный TLS-клиент,Критический,100,1,0.9910692,0.9910692,19.922441,30.0,11116.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~19.9с, объём ~11116 Б"
inc_00009,1695916907.0319371,1695919171.9755,10.10.20.147,13.107.246.57,443,Неклассифицированная аномалия,Критический,100,2,0.9903105999999999,0.9990087,11.353711,187.0,217974.0,"TLS-соединение помечено моделью как аномалия: сессий=2, длительность ~11.4с, объём ~217974 Б"
inc_00038,1695912545.130899,1695912557.055331,10.10.20.147,20.44.239.154,443,Неклассифицированная аномалия,Критический,100,5,0.990171466,0.99874073,1.629886,22.0,6684.0,"TLS-соединение помечено моделью как аномалия: сессий=5, длительность ~1.6с, объём ~6684 Б"
inc_00043,1695923624.63246,1695930403.4429681,10.10.20.147,204.79.197.222,443,Неклассифицированная аномалия,Критический,100,5,0.989203252,0.99877447,0.276463,21.0,3117.0,"TLS-соединение помечено моделью как аномалия: сессий=5, длительность ~0.3с, объём ~3117 Б"
inc_00007,1695916906.8847628,1695916929.369535,10.10.20.147,13.107.22.239,443,Неклассифицированная аномалия,Критический,100,2,0.988821595,0.98936546,22.349425500000002,38.0,24869.0,"TLS-соединение помечено моделью как аномалия: сессий=2, длительность ~22.3с, объём ~24869 Б"
inc_00010,1695923627.010977,1695923751.241533,10.10.20.147,13.107.3.254,443,Подозрительный TLS-профиль,Критический,100,2,0.98743549,0.99905103,0.210112,15.5,5037.5,"TLS-профиль содержит признаки не-браузерного стека: отсутствует SNI у 50% сессий; не-браузерный ALPN. Сессий: 2, длительность ~0.2с"
inc_00005,1695930238.200255,1695930366.08128,10.10.20.147,13.107.18.254,443,Подозрительный TLS-профиль,Критический,100,2,0.98734236,0.99886477,0.225751,18.0,5173.0,"TLS-профиль содержит признаки не-браузерного стека: отсутствует SNI у 50% сессий; не-браузерный ALPN. Сессий: 2, длительность ~0.2с"
inc_00059,1695921520.3567538,1695921645.55843,10.10.20.147,52.109.20.47,443,Подозрительный TLS-профиль,Критический,100,2,0.9871287049999999,0.99843746,0.414971,9.5,4639.5,"TLS-профиль содержит признаки не-браузерного стека: отсутствует SNI у 50% сессий; не-браузерный ALPN. Сессий: 2, длительность ~0.4с"
inc_00047,1695916905.2890172,1695916929.3620842,10.10.20.147,23.218.232.186,443,Активный TLS-клиент,Критический,100,1,0.98692864,0.98692864,24.073067,24.0,10759.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~24.1с, объём ~10759 Б"
inc_00041,1695916910.1422641,1695916929.358548,10.10.20.147,204.79.197.200,443,Активный TLS-клиент,Критический,100,1,0.9867654,0.9867654,19.216284,27.0,11783.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~19.2с, объём ~11783 Б"
inc_00023,1695916909.43613,1695916929.360045,10.10.20.147,18.160.172.13,443,Активный TLS-клиент,Критический,100,1,0.9859685,0.9859685,19.923915,28.0,9028.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~19.9с, объём ~9028 Б"
inc_00019,1695916905.5010052,1695916929.3583739,10.10.20.147,152.195.19.97,443,Активный TLS-клиент,Критический,100,1,0.9846593,0.9846593,23.857369,43.0,24064.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~23.9с, объём ~24064 Б"
inc_00042,1695916907.634374,1695916929.3591092,10.10.20.147,204.79.197.203,443,Активный TLS-клиент,Критический,100,1,0.9846222,0.9846222,21.724735,171.0,172240.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~21.7с, объём ~172240 Б"
inc_00017,1695923835.214381,1695923970.921746,10.10.20.147,141.98.80.158,443,Подозрительный TLS-профиль,Критический,100,76,0.9796529738157895,0.9989619,0.991195,25.5,13557.0,"TLS-профиль содержит признаки не-браузерного стека: не-браузерный ALPN. Сессий: 76, длительность ~1.0с"
inc_00032,1695916909.442685,1695916929.3619149,10.10.20.147,20.195.152.132,443,Неклассифицированная аномалия,Критический,100,2,0.9794423,0.9869059,19.850763,75.0,42097.0,"TLS-соединение помечено моделью как аномалия: сессий=2, длительность ~19.9с, объём ~42097 Б"
inc_00016,1695916904.914134,1695916929.3588622,10.10.20.147,131.253.33.239,443,Неклассифицированная аномалия,Критический,100,2,0.978545725,0.98491085,12.2938945,29.0,11086.0,"TLS-соединение помечено моделью как аномалия: сессий=2, длительность ~12.3с, объём ~11086 Б"
inc_00012,1695916904.885613,1695916929.358757,10.10.20.147,13.107.9.158,443,Неклассифицированная аномалия,Критический,100,2,0.97827228,0.9899957,12.312140999999999,21.5,10256.5,"TLS-соединение помечено моделью как аномалия: сессий=2, длительность ~12.3с, объём ~10256 Б"
inc_00109,1695923941.976896,1695923941.977639,141.98.80.158,10.10.20.147,51010,Веерное сканирование портов,Критический,100,1,0.97774965,0.97774965,0.000743,3.0,1348.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~3"
inc_00048,1695916908.2194219,1695916929.727378,10.10.20.147,23.221.22.208,443,Крупный входящий поток,Критический,100,3,0.9749133200000001,0.98760146,19.994096,54.0,25214.0,"Преобладание входящего трафика: вх=4606686 Б, исх=98588 Б"
inc_00084,1695923836.206501,1695923836.206729,141.98.80.158,10.10.20.147,50981,Веерное сканирование портов,Критический,100,1,0.97360724,0.97360724,0.000228,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00087,1695923850.271113,1695923850.271345,141.98.80.158,10.10.20.147,50984,Веерное сканирование портов,Критический,100,1,0.97360724,0.97360724,0.000232,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00093,1695923882.205479,1695923882.205697,141.98.80.158,10.10.20.147,50990,Веерное сканирование портов,Критический,100,1,0.97360724,0.97360724,0.000218,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00108,1695923938.161772,1695923938.1619918,141.98.80.158,10.10.20.147,51006,Веерное сканирование портов,Критический,100,1,0.97360724,0.97360724,0.00022,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00112,1695923948.395086,1695923948.3953059,141.98.80.158,10.10.20.147,51013,Веерное сканирование портов,Критический,100,1,0.97360724,0.97360724,0.00022,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00091,1695923871.359512,1695923871.359753,141.98.80.158,10.10.20.147,50988,Веерное сканирование портов,Критический,100,1,0.9721113,0.9721113,0.000241,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00092,1695923877.1903648,1695923877.190613,141.98.80.158,10.10.20.147,50989,Веерное сканирование портов,Критический,100,1,0.9721113,0.9721113,0.000248,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00102,1695923922.9558458,1695923922.956089,141.98.80.158,10.10.20.147,51000,Веерное сканирование портов,Критический,100,1,0.9721113,0.9721113,0.000243,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00120,1695923968.725638,1695923968.725879,141.98.80.158,10.10.20.147,51023,Веерное сканирование портов,Критический,100,1,0.9721113,0.9721113,0.000241,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00004,1695912160.108504,1695912168.623775,10.10.20.147,104.21.37.7,443,Активный TLS-клиент,Критический,100,1,0.96907145,0.96907145,8.515271,23.0,6729.0,"Клиент проявляет атипично широкую активность: 240 аномальных сессий к 66 серверам. Данная сессия: длительность ~8.5с, объём ~6729 Б"
inc_00083,1695916905.057411,1695916905.0574348,131.253.33.239,10.10.20.147,50867,Подозрительный TLS-профиль,Критический,100,1,0.96761256,0.96761256,2.4e-05,2.0,108.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 50867; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00089,1695923859.517013,1695923859.51704,141.98.80.158,10.10.20.147,50986,Веерное сканирование портов,Критический,100,1,0.96761256,0.96761256,2.7e-05,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00090,1695923865.5503411,1695923865.550368,141.98.80.158,10.10.20.147,50987,Веерное сканирование портов,Критический,100,1,0.96761256,0.96761256,2.7e-05,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00103,1695923924.0616791,1695923924.061703,141.98.80.158,10.10.20.147,51001,Веерное сканирование портов,Критический,100,1,0.96761256,0.96761256,2.4e-05,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00094,1695923889.337301,1695923889.3375611,141.98.80.158,10.10.20.147,50991,Веерное сканирование портов,Критический,100,1,0.9645922,0.9645922,0.00026,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00096,1695923895.086336,1695923895.086604,141.98.80.158,10.10.20.147,50993,Веерное сканирование портов,Критический,100,1,0.9645922,0.9645922,0.000268,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00098,1695923906.7727308,1695923906.7730439,141.98.80.158,10.10.20.147,50995,Веерное сканирование портов,Критический,100,1,0.9645922,0.9645922,0.000313,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00104,1695923926.536413,1695923926.5366762,141.98.80.158,10.10.20.147,51002,Веерное сканирование портов,Критический,100,1,0.9645922,0.9645922,0.000263,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00106,1695923933.079521,1695923933.079796,141.98.80.158,10.10.20.147,51004,Веерное сканирование портов,Критический,100,1,0.9645922,0.9645922,0.000275,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00111,1695923947.6448,1695923947.645067,141.98.80.158,10.10.20.147,51012,Веерное сканирование портов,Критический,100,1,0.9645922,0.9645922,0.000267,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00113,1695923952.83445,1695923952.8344939,141.98.80.158,10.10.20.147,51014,Веерное сканирование портов,Критический,100,1,0.961725,0.961725,4.4e-05,2.0,108.0,"Клиент сканирует 40 портов на 1 серверах: длительность ~0.00с, пакетов ~2"
inc_00068,1695913769.4734452,1695913769.4734452,10.10.20.20,10.10.20.147,50834,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 50834; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00069,1695914637.974472,1695914637.974472,10.10.20.20,10.10.20.147,50845,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 50845; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00071,1695918238.6475499,1695918238.6475499,10.10.20.20,10.10.20.147,50915,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 50915; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00072,1695918870.961378,1695918870.961378,10.10.20.20,10.10.20.147,50924,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 50924; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00073,1695919014.720418,1695919014.720418,10.10.20.20,10.10.20.147,50928,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 50928; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00074,1695919014.714127,1695919014.714127,10.10.20.20,10.10.20.147,50929,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 50929; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00076,1695925773.1674361,1695925773.1674361,10.10.20.20,10.10.20.147,51052,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 51052; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00077,1695925773.163121,1695925773.163121,10.10.20.20,10.10.20.147,51053,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 51053; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00079,1695926096.781416,1695926096.781416,10.10.20.20,10.10.20.147,51058,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 51058; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
inc_00080,1695929038.922601,1695929038.922601,10.10.20.20,10.10.20.147,51079,Подозрительный TLS-профиль,Критический,100,1,0.9561342,0.9561342,0.0,1.0,54.0,"TLS-профиль содержит признаки не-браузерного стека: нестандартный порт 51079; отсутствует SNI у 100% сессий; не-браузерный ALPN. Сессий: 1, длительность ~0.0с"
